"seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr6",73231886,73232572,687,"*","Distal Intergenic",6,73331571,73834372,502802,1,"56479","uc003pgj.4",-98999,"ENSG00000185760","KCNQ5","potassium voltage-gated channel subfamily Q member 5"
"chr6",73886619,73887231,613,"*","Intron (uc003pgk.3/56479, intron 11 of 13)",6,73844526,73853237,8712,2,"100873997","uc031spb.1",-33382,"ENSG00000229154","KCNQ5-AS1","KCNQ5 antisense RNA 1"
"chr6",79928712,79929646,935,"*","Intron (uc003pis.3/9324, intron 1 of 5)",6,79943391,79946517,3127,1,"100288198","uc003piv.2",-13745,"ENSG00000270362","HMGN3-AS1","HMGN3 antisense RNA 1"
"chr6",79992512,79993380,869,"*","Distal Intergenic",6,79910962,79944455,33494,2,"9324","uc021zbz.1",-48057,"ENSG00000118418","HMGN3","high mobility group nucleosomal binding domain 3"
"chr6",86936872,86937602,731,"*","Distal Intergenic",6,86386725,86388451,1727,2,"387066","uc003pld.4",-548421,"ENSG00000203875","SNHG5","small nucleolar RNA host gene 5"
"chr6",92700328,92701265,938,"*","Distal Intergenic",6,92231378,92231455,78,1,"100616174","uc021zcv.1",468950,"ENSG00000263734","MIR4643","microRNA 4643"
"chr6",97231750,97232412,663,"*","Distal Intergenic",6,97241998,97285353,43356,2,"81491","uc003pou.3",52941,"ENSG00000112218","GPR63","G protein-coupled receptor 63"
"chr6",106124718,106125401,684,"*","Distal Intergenic",6,105725442,105850999,125558,2,"5550","uc003prc.3",-273719,"ENSG00000085377","PREP","prolyl endopeptidase"
"chr6",110415035,110416167,1133,"*","Distal Intergenic",6,110421022,110501207,80186,2,"8936","uc003ptv.1",85040,"ENSG00000112290","WASF1","WASP family member 1"
"chr6",114997751,114998473,723,"*","Distal Intergenic",6,114376750,114663540,286791,2,"222537","uc003pwh.4",-334211,"ENSG00000249853","HS3ST5","heparan sulfate-glucosamine 3-sulfotransferase 5"
"chr6",116694972,116695938,967,"*","Promoter (2-3kb)",6,116692110,116759442,67333,1,"29940","uc003pwt.3",2862,"ENSG00000111817","DSE","dermatan sulfate epimerase"
"chr6",125808097,125808598,502,"*","Distal Intergenic",6,125596496,125623282,26787,2,"51020","uc003qab.1",-184815,"ENSG00000111906","HDDC2","HD domain containing 2"
"chr6",125814366,125815085,720,"*","Distal Intergenic",6,125995499,126041364,45866,1,"643623","uc021zeo.1",-180414,"ENSG00000224506","LINC02523","long intergenic non-protein coding RNA 2523"
"chr6",125843466,125844156,691,"*","Distal Intergenic",6,125995499,126041364,45866,1,"643623","uc021zeo.1",-151343,"ENSG00000224506","LINC02523","long intergenic non-protein coding RNA 2523"
"chr6",132209894,132210572,679,"*","Intron (uc011ecf.2/5167, intron 24 of 24)",6,132182735,132198980,16246,1,"5167","uc003qcy.3",27159,"ENSG00000197594","ENPP1","ectonucleotide pyrophosphatase/phosphodiesterase 1"
"chr6",142462195,142462696,502,"*","Distal Intergenic",6,142468410,142542085,73676,1,"51534","uc003qiw.3",-5714,"ENSG00000009844","VTA1","vesicle trafficking 1"
"chr6",143321308,143322587,1280,"*","Intron (uc003qje.2/100507489, intron 2 of 2)",6,143287559,143358719,71161,2,"100507489","uc003qje.2",36132,NA,"LINC01277","long intergenic non-protein coding RNA 1277"
"chr6",144159140,144160294,1155,"*","Distal Intergenic",6,144164508,144184943,20436,1,"84946","uc003qjs.3",-4214,"ENSG00000135521","LTV1","LTV1 ribosome biogenesis factor"
"chr6",148623704,148624601,898,"*","Distal Intergenic",6,148663729,148873184,209456,1,"23328","uc003qme.1",-39128,"ENSG00000111961","SASH1","SAM and SH3 domain containing 1"
"chr6",149190056,149190811,756,"*","Intron (uc003qmg.3/10090, intron 1 of 7)",6,149275397,149285820,10424,2,"100128176","uc003qmh.2",95009,NA,"UST-AS1","UST antisense RNA 1"
"chr6",149706076,149706881,806,"*","Intron (uc011eec.2/23118, intron 2 of 5)",6,149721495,149722182,688,1,"387082","uc003qml.3",-14614,"ENSG00000177688","SUMO4","small ubiquitin like modifier 4"
"chr6",154791714,154792432,719,"*","Intron (uc021zhc.1/26034, intron 1 of 21)",6,154726433,154831753,105321,2,"154043","uc003qpy.3",39321,"ENSG00000153721","CNKSR3","CNKSR family member 3"
"chr6",159083815,159084961,1147,"*","Promoter (<=1kb)",6,159083782,159185908,102127,1,"94120","uc011efq.2",33,"ENSG00000164674","SYTL3","synaptotagmin like 3"
"chr6",161256296,161256797,502,"*","Distal Intergenic",6,161123225,161175085,51861,1,"5340","uc003qtm.4",133071,"ENSG00000122194","PLG","plasminogen"
"chr6",166450313,166451099,787,"*","Distal Intergenic",6,166361711,166401527,39817,2,"90632","uc021zic.1",-48786,"ENSG00000112541","LINC00473","long intergenic non-protein coding RNA 473"
"chr6",169912445,169913695,1251,"*","Intron (uc003qwv.2/253769, intron 13 of 14)",6,169857303,170060912,203610,2,"253769","uc003qwv.2",147217,"ENSG00000184465","WDR27","WD repeat domain 27"
"chr7",5327469,5328138,670,"*","Exon (uc011jwg.1/222962, exon 2 of 8)",7,5322561,5343704,21144,1,"222962","uc003soe.3",4908,"ENSG00000164638","SLC29A4","solute carrier family 29 member 4"
"chr7",5469806,5470718,913,"*","Distal Intergenic",7,5429103,5465045,35943,2,"84629","uc003sok.1",-4761,"ENSG00000182095","TNRC18","trinucleotide repeat containing 18"
"chr7",7125765,7126469,705,"*","3' UTR",7,7115401,7136417,21017,2,"100131257","uc021zzk.1",9948,NA,"LOC100131257","zinc finger protein 655 pseudogene"
"chr7",8442588,8443366,779,"*","Distal Intergenic",7,8473585,8792593,319009,1,"30010","uc003srv.3",-30219,"ENSG00000122584","NXPH1","neurexophilin 1"
"chr7",11429986,11430745,760,"*","Intron (uc021zzn.1/221981, intron 22 of 26)",7,11410062,11419382,9321,2,"221981","uc003ssd.4",-10604,"ENSG00000005108","THSD7A","thrombospondin type 1 domain containing 7A"
"chr7",14689861,14690556,696,"*","Intron (uc003ssz.3/1607, intron 12 of 24)",7,14184674,14881075,696402,2,"1607","uc003ssz.3",190519,"ENSG00000136267","DGKB","diacylglycerol kinase beta"
"chr7",16944535,16945339,805,"*","Distal Intergenic",7,16899030,16921613,22584,2,"155465","uc003sts.3",-22922,"ENSG00000173467","AGR3","anterior gradient 3, protein disulphide isomerase family member"
"chr7",17022820,17023584,765,"*","Distal Intergenic",7,16899030,16921613,22584,2,"155465","uc003sts.3",-101207,"ENSG00000173467","AGR3","anterior gradient 3, protein disulphide isomerase family member"
"chr7",19051616,19052312,697,"*","Distal Intergenic",7,19155091,19157295,2205,2,"7291","uc003sum.3",104983,"ENSG00000122691","TWIST1","twist family bHLH transcription factor 1"
"chr7",20270370,20271350,981,"*","Distal Intergenic",7,20174279,20257013,82735,2,"346389","uc010kug.3",-13357,"ENSG00000183742","MACC1","MET transcriptional regulator MACC1"
"chr7",22569657,22570413,757,"*","Distal Intergenic",7,22478038,22539901,61864,2,"256227","uc010kum.2",-29756,"ENSG00000105889","STEAP1B","STEAP family member 1B"
"chr7",22680928,22681612,685,"*","Distal Intergenic",7,22602956,22613617,10662,1,"100506178","uc003svi.2",77972,"ENSG00000232759","STEAP1B-AS1","STEAP1B antisense RNA 1"
"chr7",22880808,22881309,502,"*","Distal Intergenic",7,22896232,22896305,74,1,"692210","uc003svl.3",-14923,"ENSG00000221740","SNORD93","small nucleolar RNA, C/D box 93"
"chr7",23019795,23020411,617,"*","Intron (uc003svm.4/84668, intron 3 of 10)",7,22980878,23053770,72893,2,"84668","uc003svm.4",33359,"ENSG00000122591","HYCC1","hyccin PI4KA lipid kinase complex subunit 1"
"chr7",25313416,25314401,986,"*","Distal Intergenic",7,25264191,25268105,3915,2,"64111","uc003sxo.3",-45311,"ENSG00000105954","NPVF","neuropeptide VF precursor"
"chr7",25454525,25455420,896,"*","Distal Intergenic",7,25264191,25268105,3915,2,"64111","uc003sxo.3",-186420,"ENSG00000105954","NPVF","neuropeptide VF precursor"
"chr7",28328941,28329522,582,"*","Distal Intergenic",7,28338940,28865511,526572,1,"9586","uc003szo.3",-9418,"ENSG00000146592","CREB5","cAMP responsive element binding protein 5"
"chr7",31856992,31857752,761,"*","Intron (uc003tcm.2/5137, intron 14 of 17)",7,31726631,31748069,21439,1,"10842","uc011kaf.2",130361,"ENSG00000106341","PPP1R17","protein phosphatase 1 regulatory subunit 17"
"chr7",31883550,31884317,768,"*","Intron (uc003tcm.2/5137, intron 9 of 17)",7,31726631,31748069,21439,1,"10842","uc011kaf.2",156919,"ENSG00000106341","PPP1R17","protein phosphatase 1 regulatory subunit 17"
"chr7",37645187,37645999,813,"*","Distal Intergenic",7,37779996,37780913,918,1,"353345","uc003tfm.1",-133997,"ENSG00000187037","GPR141","G protein-coupled receptor 141"
"chr7",37750765,37751587,823,"*","Intron (uc003tfl.3/uc003tfl.3, intron 2 of 3)",7,37779996,37780913,918,1,"353345","uc003tfm.1",-28409,"ENSG00000187037","GPR141","G protein-coupled receptor 141"
"chr7",38256672,38257671,1000,"*","Exon (uc003tfr.3/83930, exon 5 of 9)",7,38217808,38270272,52465,1,"83930","uc003tfr.3",38864,"ENSG00000010270","STARD3NL","STARD3 N-terminal like"
"chr7",38274024,38274994,971,"*","Distal Intergenic",7,38279181,38309313,30133,2,"445347","uc022aby.1",34319,"ENSG00000289746","TARP","TCR gamma alternate reading frame protein"
"chr7",45021407,45022236,830,"*","Promoter (2-3kb)",7,45008122,45018704,10583,2,"64005","uc003tmj.2",-2703,"ENSG00000136286","MYO1G","myosin IG"
"chr7",45204011,45204656,646,"*","Intron (uc003tnb.3/10268, intron 1 of 2)",7,45197367,45223850,26484,1,"10268","uc003tnb.3",6644,"ENSG00000122679","RAMP3","receptor activity modifying protein 3"
"chr7",47180095,47180679,585,"*","Distal Intergenic",7,47314752,47409218,94467,2,"64759","uc022acn.1",228539,"ENSG00000136205","TNS3","tensin 3"
"chr7",67259985,67260596,612,"*","Distal Intergenic",7,66767625,66786513,18889,1,"64940","uc010laj.3",492360,"ENSG00000291153","STAG3L4","STAG3 cohesin complex component like 4 (pseudogene)"
"chr7",75729739,75730505,767,"*","Distal Intergenic",7,75677393,75695930,18538,1,"4191","uc011kgh.2",52346,"ENSG00000146701","MDH2","malate dehydrogenase 2"
"chr7",79300676,79301462,787,"*","Distal Intergenic",7,79400572,79400606,35,1,"100313772","uc022agt.1",-99110,"ENSG00000221187","MIR548M","microRNA 548m"
"chr7",81566861,81567722,862,"*","Distal Intergenic",7,81579418,81600405,20988,2,"781","uc011kgy.1",32683,"ENSG00000153956","CACNA2D1","calcium voltage-gated channel auxiliary subunit alpha2delta 1"
"chr7",88226708,88227424,717,"*","Distal Intergenic",7,88388753,88966346,577594,1,"219578","uc011khi.2",-161329,"ENSG00000182348","ZNF804B","zinc finger protein 804B"
"chr7",88317330,88317902,573,"*","Distal Intergenic",7,88388753,88966346,577594,1,"219578","uc011khi.2",-70851,"ENSG00000182348","ZNF804B","zinc finger protein 804B"
"chr7",98348624,98349462,839,"*","Distal Intergenic",7,98246597,98259181,12585,1,"4885","uc003upl.2",102027,"ENSG00000106236","NPTX2","neuronal pentraxin 2"
"chr7",100384520,100385144,625,"*","Intron (uc003uwj.3/7455, intron 38 of 48)",7,100371344,100395419,24076,1,"7455","uc011kke.2",13176,"ENSG00000146839","ZAN","zonadhesin"
"chr7",107622298,107623015,718,"*","Intron (uc003vev.2/3912, intron 5 of 31)",7,107564246,107642448,78203,2,"3912","uc003vev.2",19433,"ENSG00000091136","LAMB1","laminin subunit beta 1"
"chr7",108001966,108002785,820,"*","Intron (uc003vfc.3/4897, intron 2 of 27)",7,107788071,108096841,308771,2,"4897","uc003vfc.3",94056,"ENSG00000091129","NRCAM","neuronal cell adhesion molecule"
"chr7",112124184,112124937,754,"*","5' UTR",7,112121066,112130943,9878,1,"286006","uc003vgm.3",3118,"ENSG00000181016","LSMEM1","leucine rich single-pass membrane protein 1"
"chr7",115707199,115708303,1105,"*","Intron (uc011kmw.2/22797, intron 3 of 8)",7,115580006,115670867,90862,2,"22797","uc003vhl.4",-36332,"ENSG00000105967","TFEC","transcription factor EC"
"chr7",116981872,116982504,633,"*","Distal Intergenic",7,116916686,116963343,46658,2,"7472","uc003vja.3",-18529,"ENSG00000105989","WNT2","Wnt family member 2"
"chr7",117014516,117015253,738,"*","Intron (uc003vjb.2/136991, intron 10 of 12)",7,116916686,116963343,46658,2,"7472","uc003vja.3",-51173,"ENSG00000105989","WNT2","Wnt family member 2"
"chr7",120799928,120800866,939,"*","Intron (uc003vjq.4/79974, intron 16 of 22)",7,120716643,120776144,59502,1,"79974","uc010lkk.2",83285,"ENSG00000106034","CPED1","cadherin like and PC-esterase domain containing 1"
"chr7",126449502,126450359,858,"*","Intron (uc003vlr.2/2918, intron 5 of 9)",7,126698142,126698238,97,2,"693177","uc022akt.1",247879,"ENSG00000207692","MIR592","microRNA 592"
"chr7",127766636,127767508,873,"*","Distal Intergenic",7,127721913,127722012,100,1,"693178","uc022akw.1",44723,"ENSG00000207588","MIR593","microRNA 593"
"chr7",127870335,127871030,696,"*","Distal Intergenic",7,127881331,127897682,16352,1,"3952","uc003vml.2",-10301,"ENSG00000174697","LEP","leptin"
"chr7",133480739,133481403,665,"*","Intron (uc003vrk.3/60412, intron 10 of 17)",7,133615222,133750513,135292,1,"60412","uc011kpq.2",-133819,"ENSG00000131558","EXOC4","exocyst complex component 4"
"chr7",135965447,135966092,646,"*","Distal Intergenic",7,135611503,135662204,50702,2,"767558","uc010lmv.3",-303243,NA,"LUZP6","leucine zipper protein 6"
"chr7",137884921,137885422,502,"*","Distal Intergenic",7,137808504,137808567,64,1,"100616226","uc022amk.1",76417,"ENSG00000284028","MIR4468","microRNA 4468"
"chr7",138294482,138295683,1202,"*","Intron (uc003vue.3/136306, intron 10 of 11)",7,138279030,138348969,69940,2,"136306","uc003vue.3",53286,"ENSG00000157703","SVOPL","SVOP like"
"chr7",142511781,142512418,638,"*","Distal Intergenic",7,142479909,142481378,1470,1,"154754","uc011ksr.1",31872,NA,"PRSS3P2","PRSS3 pseudogene 2"
"chr7",143487382,143488114,733,"*","Intron (uc011ktn.1/uc011ktn.1, intron 1 of 5)",7,143452182,143454843,2662,2,"340307","uc003wdk.4",-32539,"ENSG00000271321","CTAGE6","CTAGE family member 6"
"chr7",148584103,148584936,834,"*","Promoter (2-3kb)",7,148514969,148581441,66473,2,"2146","uc011kuj.2",-2662,"ENSG00000106462","EZH2","enhancer of zeste 2 polycomb repressive complex 2 subunit"
"chr7",150937813,150938739,927,"*","Promoter (2-3kb)",7,150935507,150935624,118,1,"768213","uc022aqb.1",2306,"ENSG00000284191","MIR671","microRNA 671"
"chr7",157745933,157746750,818,"*","Intron (uc011kwa.2/5799, intron 11 of 22)",7,157647277,157658782,11506,1,"100506585","uc003wns.3",98656,NA,"PTPRN2-AS1","PTPRN2 antisense RNA 1"
"chr8",1841491,1842079,589,"*","Exon (uc003wpq.1/9639, exon 13 of 23)",8,1830801,1906807,76007,1,"9639","uc010lre.3",10690,"ENSG00000104728","ARHGEF10","Rho guanine nucleotide exchange factor 10"
"chr8",2119324,2120076,753,"*","Distal Intergenic",8,1993158,2093380,100223,1,"9172","uc011kwi.2",126166,"ENSG00000036448","MYOM2","myomesin 2"
"chr8",3106549,3107229,681,"*","Intron (uc011kwj.2/64478, intron 14 of 55)",8,2792875,3045487,252613,2,"64478","uc010lrg.3",-61062,"ENSG00000183117","CSMD1","CUB and Sushi multiple domains 1"
"chr8",8884570,8885581,1012,"*","Intron (uc003wsk.2/90459, intron 6 of 6)",8,8905955,8906028,74,1,"100616350","uc022aro.1",-20374,"ENSG00000263407","MIR4660","microRNA 4660"
"chr8",18068176,18068877,702,"*","Promoter (<=1kb)",8,18067618,18081198,13581,1,"9","uc010ltc.3",558,"ENSG00000171428","NAT1","N-acetyltransferase 1"
"chr8",18918924,18919626,703,"*","Distal Intergenic",8,18384813,18871196,486384,2,"23362","uc003wza.3",-47728,"ENSG00000156011","PSD3","pleckstrin and Sec7 domain containing 3"
"chr8",19709621,19711646,2026,"*","Downstream (<=300bp)",8,19674918,19709586,34669,1,"55174","uc022asn.1",34703,"ENSG00000104613","INTS10","integrator complex subunit 10"
"chr8",22190732,22191607,876,"*","Intron (uc003xbn.2/55124, intron 20 of 22)",8,22210312,22213584,3273,1,"55124","uc003xbo.2",-18705,"ENSG00000197181","PIWIL2","piwi like RNA-mediated gene silencing 2"
"chr8",24439398,24439998,601,"*","Distal Intergenic",8,24333417,24384483,51067,1,"8756","uc003xec.3",105981,"ENSG00000069206","ADAM7","ADAM metallopeptidase domain 7"
"chr8",25238340,25239034,695,"*","Intron (uc003xeg.3/80005, intron 39 of 51)",8,25230075,26230195,1000121,1,"5520","uc003xek.3",8265,"ENSG00000221914","PPP2R2A","protein phosphatase 2 regulatory subunit Balpha"
"chr8",27351518,27352425,908,"*","Promoter (2-3kb)",8,27348519,27402439,53921,1,"2053","uc031tap.1",2999,"ENSG00000120915","EPHX2","epoxide hydrolase 2"
"chr8",31639951,31640841,891,"*","Intron (uc022ats.1/3084, intron 1 of 10)",8,31497268,32600770,1103503,1,"3084","uc003xip.3",142683,"ENSG00000157168","NRG1","neuregulin 1"
"chr8",33864128,33864880,753,"*","Distal Intergenic",8,33448854,33457439,8586,2,"78986","uc003xjq.3",-406689,"ENSG00000133878","DUSP26","dual specificity phosphatase 26"
"chr8",41896776,41897590,815,"*","Intron (uc003xon.4/7994, intron 2 of 16)",8,41786997,41909505,122509,2,"7994","uc003xon.4",11915,"ENSG00000083168","KAT6A","lysine acetyltransferase 6A"
"chr8",59182532,59183268,737,"*","Intron (uc003xtk.3/uc003xtk.3, intron 2 of 7)",8,59323823,59364060,40238,1,"137886","uc003xtl.3",-140555,"ENSG00000215114","UBXN2B","UBX domain protein 2B"
"chr8",60592111,60592839,729,"*","Distal Intergenic",8,59717977,60031767,313791,2,"9760","uc003xtw.1",-560344,"ENSG00000198846","TOX","thymocyte selection associated high mobility group box"
"chr8",66440615,66441116,502,"*","Intron (uc003xvk.2/286186, intron 4 of 4)",8,66439243,66474901,35659,2,"286186","uc003xvk.2",33785,"ENSG00000254081","LINC01299","long intergenic non-protein coding RNA 1299"
"chr8",73892774,73893586,813,"*","Distal Intergenic",8,73921097,73933040,11944,1,"7013","uc003xzc.2",-27511,"ENSG00000147601","TERF1","telomeric repeat binding factor 1"
"chr8",76580647,76581466,820,"*","Distal Intergenic",8,76452203,76479061,26859,1,"3174","uc003yar.3",128444,"ENSG00000164749","HNF4G","hepatocyte nuclear factor 4 gamma"
"chr8",79443140,79444240,1101,"*","Intron (uc003yba.3/5569, intron 1 of 3)",8,79428336,79517502,89167,1,"5569","uc003ybb.3",14804,"ENSG00000171033","PKIA","cAMP-dependent protein kinase inhibitor alpha"
"chr8",81932110,81932807,698,"*","Intron (uc003ybz.3/55824, intron 3 of 8)",8,81880046,82024303,144258,2,"55824","uc003ybz.3",91496,"ENSG00000076641","PAG1","phosphoprotein membrane anchor with glycosphingolipid microdomains 1"
"chr8",85136932,85137792,861,"*","Intron (uc003ycq.4/138046, intron 1 of 9)",8,85097100,85834078,736979,1,"138046","uc003yct.4",39832,"ENSG00000184672","RALYL","RALY RNA binding protein like"
"chr8",89737079,89737641,563,"*","Distal Intergenic",8,89049460,89339717,290258,2,"4325","uc003yeb.4",-397362,"ENSG00000156103","MMP16","matrix metallopeptidase 16"
"chr8",89841431,89842139,709,"*","Distal Intergenic",8,89049460,89339717,290258,2,"4325","uc003yeb.4",-501714,"ENSG00000156103","MMP16","matrix metallopeptidase 16"
"chr8",91029138,91029862,725,"*","Exon (uc003yek.1/1666, exon 2 of 10)",8,91013580,91064227,50648,1,"1666","uc011lgd.1",15558,"ENSG00000104325","DECR1","2,4-dienoyl-CoA reductase 1"
"chr8",95548163,95548872,710,"*","Intron (uc003ygo.2/25962, intron 4 of 23)",8,95500005,95539591,39587,2,"25962","uc010maz.2",-8572,"ENSG00000164944","VIRMA","vir like m6A methyltransferase associated"
